channel_sales,forecast_cons_year,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,has_gas,margin_gross_pow_ele,nb_prod_act,num_years_antig,origin_up,var_year_price_off_peak_var,var_year_price_peak_var,var_year_price_mid_peak_var,var_year_price_off_peak_fix,var_year_price_peak_fix,var_6m_price_off_peak_var,var_6m_price_peak_var,var_6m_price_mid_peak_var,var_6m_price_off_peak_fix,churn,date_activ_year,date_activ_month,date_activ_day,date_activ_dayofweek,date_activ_dayofyear,date_end_year,date_end_month,date_end_day,date_end_dayofweek,date_end_dayofyear,date_modif_prod_year,date_modif_prod_month,date_modif_prod_day,date_modif_prod_dayofweek,date_modif_prod_dayofyear,date_renewal_year,date_renewal_month,date_renewal_day,date_renewal_dayofweek,date_renewal_dayofyear,power_utilization_ratio,cons_vs_forecast,discount_impact,total_energy_usage
foosdfpfkusacimwkcsosbicdxkicaua,0,27.86,0.16695,0.089695,44.31137796,f,21.52,1,4,lxidpiddsbxsbosboudacockeimpuepw,2.96E-06,1.57E-06,0,0.008619667,0,3.57E-06,9.45E-08,0,0,0,2012,6,12,1,164,2016,6,12,6,164,2012,6,12,1,164,2015,6,23,1,174,60.29040404,8431.13,0,9550
foosdfpfkusacimwkcsosbicdxkicaua,1280,142.11,0.115237,0.100123,40.606701,f,0.88,1,6,lxidpiddsbxsbosboudacockeimpuepw,1.58E-05,3.76E-06,1.93E-07,3.44E-12,1.85E-12,1.01E-05,2.59E-06,3.54E-07,0,0,2009,12,17,3,351,2016,12,17,5,352,2014,11,17,0,321,2015,12,21,0,355,81.48861084,18240.91,0,20320
foosdfpfkusacimwkcsosbicdxkicaua,750,145.01,0.115237,0.100123,40.9390266,t,23,2,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,2.02E-05,4.53E-06,2.61E-07,0.037312346,0.028156615,1.18E-05,2.59E-06,4.83E-07,0.065669252,0,2009,10,9,4,282,2016,10,9,6,283,2015,5,24,6,144,2015,10,11,6,284,20.9468599,3886.47,0,13650
MISSING,29,15.24,0.145884,0,44.31137796,f,27.15,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,4.16E-06,0,0,0.006464721,0,3.32E-06,0,0,0,0,2010,1,7,3,7,2016,3,16,2,76,2010,1,7,3,7,2015,3,18,2,77,4429.990188,632061.76,0,632071
MISSING,863,138.03,0.115174,0.098837,40.606701,f,13.6,1,7,ldkssxwpmemidmecebumciepifcamkci,1.61E-05,2.24E-06,2.35E-06,0.007037428,0.002533545,1.01E-05,1.41E-06,1.48E-06,0.004423387,0,2009,7,22,2,203,2016,7,22,4,204,2009,7,22,2,203,2015,7,27,0,208,73.13920455,13808.33,0,15447
MISSING,214,131.02,0.11536,0.100243,41.2713642,f,33.36,1,5,ldkssxwpmemidmecebumciepifcamkci,1.98E-05,5.82E-06,2.20E-07,3.53E-12,1.90E-12,1.27E-05,3.89E-06,3.71E-07,0,0,2010,11,30,1,334,2016,11,30,2,335,2015,11,1,6,305,2015,12,1,1,335,13.03864734,2412.12,0,2699
foosdfpfkusacimwkcsosbicdxkicaua,0,15.9,0.144902,0,44.31137796,f,15.72,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,3.57E-06,0,0,0.007661943,0,2.37E-06,0,0,0.008428194,0,2009,8,5,2,217,2016,8,5,4,218,2009,8,5,2,217,2015,8,6,3,218,233.7563131,36005.27,0,37027
lmkebamcaaclubfxadlmueccxoimlema,12925,148.73,0.113323,0.096984,40.606701,f,90.12,1,4,ldkssxwpmemidmecebumciepifcamkci,1.85E-05,3.97E-06,1.28E-06,0.006434301,0.002316348,1.11E-05,2.90E-06,4.86E-10,0,0,2012,4,4,2,95,2016,4,3,6,94,2012,4,4,2,95,2015,4,4,5,94,65.44590643,83213.85,0,89530
foosdfpfkusacimwkcsosbicdxkicaua,150,131.76,0.1169,0.100015,40.606701,f,41.16,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,1.58E-05,3.96E-06,1.87E-06,0.004021438,0.001447718,1.11E-05,2.90E-06,4.86E-10,0,0,2010,1,14,3,14,2016,2,16,1,47,2010,1,14,3,14,2015,2,18,2,49,28.56565657,5122.73,0,5656
usilxuppasemubllopkaafesmlibmsdf,0,16.06,0.145711,0,44.31137796,f,19.2,1,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,3.94E-06,0,0,0,0,3.32E-06,0,0,0,0,2011,5,25,2,145,2016,5,25,2,146,2014,4,23,2,113,2015,6,2,1,153,14.00917372,1485.45,0,1747
MISSING,1694,0,0.0006,0,0,f,46.2,1,9,ldkssxwpmemidmecebumciepifcamkci,0,0,0,0,0,0,0,0,0,0,2007,3,14,2,73,2017,1,17,1,17,2007,3,14,2,73,2016,1,18,0,18,103.4163059,28667,0,28667
lmkebamcaaclubfxadlmueccxoimlema,0,16.69,0.161165,0.083909,44.31137796,f,10.03,1,3,ldkssxwpmemidmecebumciepifcamkci,5.85E-06,1.67E-07,0,0.006464779,0,3.68E-06,3.67E-07,0,0.009481719,0,2012,9,19,2,263,2016,9,18,6,262,2012,9,19,2,263,2015,9,20,6,263,75.49114332,8350.02,0,9376
foosdfpfkusacimwkcsosbicdxkicaua,2626,130.29,0.111125,0.094787,40.606701,t,24.18,2,3,lxidpiddsbxsbosboudacockeimpuepw,4.31E-05,2.01E-05,3.53E-06,3.44E-12,1.85E-12,1.10E-05,2.87E-06,4.68E-10,0,0,2012,12,13,3,348,2016,5,13,4,134,2015,5,24,6,144,2014,12,31,2,365,876.8708333,207713.71,0,567319
foosdfpfkusacimwkcsosbicdxkicaua,0,17.07,0.146694,0,44.31137796,f,30.22,1,4,lxidpiddsbxsbosboudacockeimpuepw,5.37E-06,0,0,0.006464721,0,3.32E-06,0,0,0,0,2012,3,17,5,77,2016,3,17,3,77,2012,3,17,5,77,2015,3,18,2,77,23.93939394,3223.77,0,3792
MISSING,0,16.35,0.143166,0,44.31137796,f,6.92,2,5,ldkssxwpmemidmecebumciepifcamkci,5.67E-06,0,0,0.004788727,0,3.59E-06,0,0,0.008428194,0,2010,10,8,4,281,2016,10,8,5,282,2010,10,8,4,281,2015,10,12,0,285,161.8873492,17194,0,20188
MISSING,0,16.07,0.145789,0,44.31137796,f,9.2,1,4,ldkssxwpmemidmecebumciepifcamkci,3.92E-06,0,0,0.004788727,0,3.32E-06,0,0,0.008428194,0,2011,10,13,3,286,2016,10,13,3,287,2011,10,13,3,286,2015,10,14,2,287,115.0464299,16288.25,0,19129
foosdfpfkusacimwkcsosbicdxkicaua,1338,16.37,0.161454,0.084198,44.31137796,f,25.7,1,4,lxidpiddsbxsbosboudacockeimpuepw,4.03E-05,2.81E-07,0,0.008380216,0,3.57E-06,9.45E-08,0,0,0,2012,4,30,0,121,2016,4,30,5,121,2012,4,30,0,121,2015,5,1,4,121,115.2869996,16814.35,0,19169
MISSING,564,16.25,0.144902,0,44.31137796,f,18.62,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,3.11E-06,0,0,0.008380226,0,1.95E-06,0,0,0.005267621,0,2010,7,23,4,204,2016,7,23,5,205,2010,7,23,4,204,2015,7,27,0,208,69.64646465,10538.53,0,11032
lmkebamcaaclubfxadlmueccxoimlema,4509,17.44,0.141434,0,44.31137796,f,6.92,1,3,ldkssxwpmemidmecebumciepifcamkci,8.42E-06,0,0,0.007661943,0,5.08E-06,0,0,0.008428194,0,2012,10,8,0,282,2016,10,8,5,282,2015,8,27,3,239,2015,10,11,6,284,267.3290352,28428.74,0,33337
lmkebamcaaclubfxadlmueccxoimlema,0,19.42,0.144149,0,44.31137796,f,29.76,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,5.00E-06,0,0,3.49E-13,0,3.32E-06,0,0,0,0,2010,2,1,0,32,2016,2,1,0,32,2010,2,1,0,32,2015,2,2,0,33,85.98484848,11602.25,0,13620
foosdfpfkusacimwkcsosbicdxkicaua,0,17.59,0.138765,0,44.44470996,f,0,1,5,lxidpiddsbxsbosboudacockeimpuepw,1.96E-06,0,0,0,0,3.32E-06,0,0,0,0,2011,6,16,3,167,2016,6,16,3,168,2011,6,16,3,167,2015,6,23,1,174,11185.83205,1394899.46,0,1394918
foosdfpfkusacimwkcsosbicdxkicaua,3728,359.25,0.118638,0.101752,40.606701,f,89.88,1,4,lxidpiddsbxsbosboudacockeimpuepw,1.66E-05,4.35E-06,1.60E-06,3.44E-12,1.85E-12,1.11E-05,2.90E-06,4.86E-10,0,0,2012,1,1,6,1,2017,1,1,6,1,2012,1,1,6,1,2016,1,2,5,2,1568.494444,1124515.81,0,1129316
foosdfpfkusacimwkcsosbicdxkicaua,0,117.65,0.173325,0.146676,41.1052014,f,83.04,1,4,lxidpiddsbxsbosboudacockeimpuepw,6.76E-05,2.91E-05,3.68E-07,6.11E-14,7.39E-12,1.11E-05,2.90E-06,4.86E-10,0,0,2012,2,11,5,42,2016,2,29,0,60,2014,2,28,4,59,2015,3,9,0,68,31.99823591,7012.76,0.070304948,7981
foosdfpfkusacimwkcsosbicdxkicaua,7311,359.25,0.113323,0.096984,40.606701,f,47.44,1,4,lxidpiddsbxsbosboudacockeimpuepw,1.89E-05,4.63E-06,3.15E-06,0.006434301,0.002316348,1.11E-05,2.90E-06,4.86E-10,0,0,2012,4,2,0,93,2016,4,2,5,93,2013,9,16,0,259,2015,4,4,5,94,116.8652778,76502.34,0,84143
usilxuppasemubllopkaafesmlibmsdf,0,123.54,0.120372,0.103487,40.606701,f,31.32,1,5,lxidpiddsbxsbosboudacockeimpuepw,1.55E-05,3.72E-06,1.78E-06,0.005428942,0.001954419,1.11E-05,2.90E-06,4.86E-10,0,0,2011,3,1,1,60,2016,3,1,1,61,2011,3,1,1,60,2015,3,6,4,65,47.64722864,8830.78,0,9903
lmkebamcaaclubfxadlmueccxoimlema,434,131.02,0.120372,0.103487,40.606701,f,57.72,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,1.62E-05,4.04E-06,1.32E-06,0.004021438,0.001447718,1.11E-05,2.90E-06,4.86E-10,0,0,2010,2,17,2,48,2016,2,17,2,48,2010,2,17,2,48,2015,2,18,2,49,13.35137085,3319.62,0,3701
MISSING,787,16.33,0.142881,0,45.80687796,t,22.77,2,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,1.02E-05,0.000608945,0,0.224163271,0,4.88E-07,0.001217891,0,0.398045621,0,2009,11,3,1,307,2016,11,3,3,308,2015,9,18,4,261,2015,11,4,2,308,52.09541063,7943.48,0,67873
MISSING,0,16.23,0.165794,0.087899,44.31137796,t,33.12,2,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,5.98E-06,1.70E-07,0,3.93E-13,0,3.57E-06,9.45E-08,0,0,0,2010,1,5,1,5,2017,1,5,3,5,2010,1,5,1,5,2016,1,6,2,6,18156.94759,2882591.52,0,3859328
foosdfpfkusacimwkcsosbicdxkicaua,425,138.95,0.1169,0.100015,40.606701,f,43.08,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,1.58E-05,3.96E-06,1.87E-06,0.004021438,0.001447718,1.11E-05,2.90E-06,4.86E-10,0,0,2010,1,19,1,19,2016,2,21,6,52,2010,1,19,1,19,2015,2,25,2,56,106.4444444,21304.94,0,22034
ewpakwlliwisiwduibdlfmalxowmwpci,0,16.4,0.143166,0,44.31137796,f,14.7,1,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,3.92E-06,0.000608945,0,0.007661956,0,2.63E-06,0,0,0.008428194,0,2010,8,17,1,229,2016,8,17,2,230,2010,8,17,1,229,2015,8,18,1,230,148.1428022,20997.03,0,24632
foosdfpfkusacimwkcsosbicdxkicaua,620,132.53,0.1169,0.100015,40.606701,f,44.91,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,1.48E-05,3.55E-06,2.52E-06,0.005428942,0.001954419,1.11E-05,2.90E-06,4.86E-10,0,0,2010,1,11,0,11,2016,3,9,2,69,2010,1,11,0,11,2015,3,10,1,69,37.5547138,8675.27,0,8923
foosdfpfkusacimwkcsosbicdxkicaua,79127,369.18,0.099556,0.090516,58.99595196,f,0.36,1,4,lxidpiddsbxsbosboudacockeimpuepw,8.90E-06,2.51E-06,4.64E-07,0,0,5.60E-06,1.62E-06,0,0,0,2012,2,1,2,32,2016,2,1,0,32,2014,11,1,5,305,2015,2,9,0,40,565.7458333,1003329.17,0,1086232
foosdfpfkusacimwkcsosbicdxkicaua,3812,129.96,0.115172,0.098283,40.606701,t,27.09,4,5,lxidpiddsbxsbosboudacockeimpuepw,1.50E-05,3.74E-06,2.70E-06,0.005428942,0.001954419,1.11E-05,2.90E-06,4.86E-10,0,0,2011,3,9,2,68,2016,3,9,2,69,2015,3,10,1,69,2015,3,10,1,69,171.4416667,37177.09,0,54403
foosdfpfkusacimwkcsosbicdxkicaua,0,16.12,0.144902,0,44.31137796,f,8.8,1,6,lxidpiddsbxsbosboudacockeimpuepw,4.46E-06,0,0,0.004788727,0,2.99E-06,0,0,0.008428194,0,2009,10,2,4,275,2016,10,2,6,276,2009,10,2,4,275,2015,10,4,6,277,209.7916667,31597.57,0,33231
foosdfpfkusacimwkcsosbicdxkicaua,298,16.33,0.146694,0,44.31137796,t,31.64,2,3,lxidpiddsbxsbosboudacockeimpuepw,5.37E-06,0,0,0.006464721,0,3.32E-06,0,0,0,0,2013,3,28,3,87,2016,3,28,0,88,2013,3,28,3,87,2015,3,29,6,88,159.3052348,26264.73,0,442181
lmkebamcaaclubfxadlmueccxoimlema,172,21.14,0.144902,0,44.31137796,f,16.92,1,6,ldkssxwpmemidmecebumciepifcamkci,3.47E-06,0,0,0.008619667,0,3.32E-06,0,0,0,0,2010,6,1,1,152,2016,6,1,2,153,2010,6,1,1,152,2015,6,23,1,174,2564.977868,319310.89,0,319863
MISSING,2796,135.89,0.115174,0.098837,40.606701,f,48.26,1,11,ldkssxwpmemidmecebumciepifcamkci,1.45E-05,2.97E-06,4.19E-06,0.006434301,0.002316348,1.11E-05,2.90E-06,4.86E-10,0,0,2005,4,21,3,111,2016,4,21,3,112,2005,4,21,3,111,2015,4,22,2,112,93.15,40090.59,0,44712
MISSING,710,125.83,0.115237,0.100123,40.9390266,f,30.8,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,1.99E-05,4.19E-06,8.22E-08,0.037312346,0.028156615,1.27E-05,2.68E-06,1.54E-07,0.065669252,0,2009,10,29,3,302,2016,10,29,5,303,2009,10,29,3,302,2015,10,30,4,303,32.49368687,9214.58,0,10294
foosdfpfkusacimwkcsosbicdxkicaua,1083,132.24,0.11691,0.100572,40.606701,f,27.27,1,3,ldkssxwpmemidmecebumciepifcamkci,2.24E-05,5.39E-06,4.27E-07,0.007037517,0.002533506,1.11E-05,2.90E-06,4.86E-10,0,0,2013,5,28,1,148,2016,5,28,5,149,2013,7,15,0,196,2015,6,8,0,159,59.93859649,12242.2,0,13666
MISSING,4069,131.43,0.114594,0.097705,40.606701,f,26.56,1,8,ldkssxwpmemidmecebumciepifcamkci,1.58E-05,3.90E-06,1.61E-06,0.005428942,0.001954419,1.11E-05,2.90E-06,4.86E-10,0,0,2008,3,11,1,71,2016,3,11,4,71,2015,3,9,0,68,2015,3,13,4,72,197.3176207,63465.73,0,70324
foosdfpfkusacimwkcsosbicdxkicaua,0,18.37,0.18292,0,46.30687836,t,45.12,2,4,lxidpiddsbxsbosboudacockeimpuepw,5.28E-06,0,0,2.18E-13,0,3.32E-06,0,0,0,1,2012,2,3,4,34,2016,2,27,5,58,2015,12,17,3,351,2015,3,9,0,68,131.6333333,19188.21,0.069152877,31387
foosdfpfkusacimwkcsosbicdxkicaua,1357,148.21,0.1169,0.100015,40.606701,f,34.56,1,5,lxidpiddsbxsbosboudacockeimpuepw,1.58E-05,3.96E-06,1.87E-06,0.004021438,0.001447718,1.11E-05,2.90E-06,4.86E-10,0,0,2011,2,17,3,48,2016,2,17,2,48,2011,2,17,3,48,2015,2,18,2,49,49.04932356,9156.8,0,10195
usilxuppasemubllopkaafesmlibmsdf,0,5.35,0.146694,0,44.31137796,f,28.8,1,3,lxidpiddsbxsbosboudacockeimpuepw,5.82E-06,0,0,3.82E-13,0,3.32E-06,0,0,0,0,2013,2,18,0,49,2016,2,18,3,49,2013,2,18,0,49,2015,2,20,4,51,30.44202899,3566.33,0,4201
foosdfpfkusacimwkcsosbicdxkicaua,1869,132.15,0.114604,0.098262,40.606701,f,15.84,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,2.35E-05,7.01E-06,8.94E-08,0.005428835,0.001954466,1.52E-05,4.62E-06,1.90E-07,0.007962096,0,2009,9,11,4,254,2016,9,11,6,255,2015,8,26,2,238,2015,9,12,5,255,233.5328283,90156.09,0,92479
MISSING,3464,132.66,0.120372,0.103487,40.606701,f,25.8,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,1.62E-05,4.04E-06,1.32E-06,0.004021438,0.001447718,1.11E-05,2.90E-06,4.86E-10,0,0,2010,1,18,0,18,2016,2,18,3,49,2010,1,18,0,18,2015,2,20,4,51,95.66666667,17691.78,0,19803
MISSING,0,16.16,0.146694,0,44.31137796,t,27.78,2,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,6.88E-06,0.000608945,0,2.95E-13,0,3.32E-06,0,0,0,0,2009,8,27,3,239,2016,8,27,5,240,2014,1,10,4,10,2015,8,28,4,240,21.06788876,2974.11,0,12154
foosdfpfkusacimwkcsosbicdxkicaua,0,16.22,0.146694,0,44.31137796,f,21.48,1,4,lxidpiddsbxsbosboudacockeimpuepw,5.40E-06,0,0,0.007661891,0,3.32E-06,0,0,0,0,2012,4,11,2,102,2016,4,11,0,102,2012,4,11,2,102,2015,4,12,6,102,19.38991532,2050.79,0,2418
lmkebamcaaclubfxadlmueccxoimlema,6393,132.56,0.1169,0.100015,40.606701,t,51.72,2,4,ldkssxwpmemidmecebumciepifcamkci,1.58E-05,3.96E-06,1.87E-06,0.004021438,0.001447718,1.11E-05,2.90E-06,4.86E-10,0,0,2012,2,7,1,38,2016,2,7,6,38,2012,2,7,1,38,2015,2,9,0,40,6048.123188,2501535,0,2979336
foosdfpfkusacimwkcsosbicdxkicaua,0,131.59,0.114604,0.098262,40.606701,f,20.37,1,5,lxidpiddsbxsbosboudacockeimpuepw,1.80E-05,4.36E-06,3.17E-06,0.005428942,0.001954419,1.11E-05,2.90E-06,4.86E-10,0,0,2011,3,29,1,88,2016,3,29,1,89,2015,3,9,0,68,2015,3,30,0,89,134.8896247,22127.62,0,24442
MISSING,4652,144.21,0.115174,0.098837,40.606701,f,25.24,1,11,ldkssxwpmemidmecebumciepifcamkci,1.64E-05,2.65E-06,2.44E-06,0.007238536,0.002605915,1.11E-05,2.90E-06,4.86E-10,0,1,2005,6,13,0,164,2016,6,13,0,165,2005,6,13,0,164,2015,6,23,1,174,72.34299517,21523.36,0,23960
ewpakwlliwisiwduibdlfmalxowmwpci,0,0,0.0006,0,0,f,3.9,1,4,ldkssxwpmemidmecebumciepifcamkci,0,0,0,0,0,0,0,0,0,0,2011,12,19,0,353,2016,12,18,6,353,2011,12,19,0,353,2015,12,20,6,354,143.8366051,17937,0,17937
lmkebamcaaclubfxadlmueccxoimlema,0,17.26,0.164057,0.086803,44.31137796,t,22.95,2,6,ldkssxwpmemidmecebumciepifcamkci,4.42E-05,9.35E-07,0,0.008619667,0,3.57E-06,9.45E-08,0,0,0,2010,4,9,4,99,2016,5,31,1,152,2010,4,9,4,99,2015,6,2,1,153,217.1682544,31644.31,0,46954
MISSING,0,18.32,0.144963,0,44.31137796,t,33.12,2,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,8.66E-06,0,0,3.49E-13,0,5.75E-06,0,0,0,0,2010,1,21,3,21,2017,1,21,5,21,2015,11,18,2,322,2016,1,22,4,22,136.6035354,20846.7,0,888405
ewpakwlliwisiwduibdlfmalxowmwpci,0,110.17,0.157877,0.135732,41.1052014,t,57.06,2,4,lxidpiddsbxsbosboudacockeimpuepw,0.000264232,0.000220319,0.000123524,0.062195109,0.050779838,0.000543052,0.000427615,0.000208676,0.081950969,0,2012,7,23,0,205,2016,11,13,6,318,2015,11,13,4,317,2015,8,9,6,221,173.0132275,58608.96,0.06118578,85802
foosdfpfkusacimwkcsosbicdxkicaua,0,0,0.144149,0,44.31137796,f,27.14,1,3,kamkkxfxxuwbdslkwifmmcsiusiuosws,4.43E-06,0,0,0.006464721,0,3.32E-06,0,0,0,0,2013,3,19,1,78,2016,3,19,5,79,2013,3,19,1,78,2015,3,20,4,79,92.9040404,12687.61,0,14716
foosdfpfkusacimwkcsosbicdxkicaua,488,25.01,0.141083,0,44.31137796,t,29.3,2,3,ldkssxwpmemidmecebumciepifcamkci,4.47E-06,0,0,0.007661891,0,3.32E-06,0,0,0,0,2013,4,24,2,114,2016,4,24,6,115,2013,12,4,2,338,2015,4,26,6,116,11849.11972,2018504.75,0,2128042
ewpakwlliwisiwduibdlfmalxowmwpci,0,18.32,0.140621,0,44.31137796,f,21.48,1,4,lxidpiddsbxsbosboudacockeimpuepw,8.23E-06,0,0,0,0,3.32E-06,0,0,0,0,2012,3,16,4,76,2016,4,24,6,115,2014,10,1,2,274,2015,4,26,6,116,36.36611496,3873.43,0,4535
MISSING,1938,8.59,0.142065,0,44.31137796,f,27.18,1,6,lxidpiddsbxsbosboudacockeimpuepw,4.42E-06,0,0,0.00646476,0,2.90E-06,0,0,0.009481719,0,2009,11,23,0,327,2016,3,4,4,64,2014,3,4,1,63,2015,3,9,0,68,103.8910013,14007.97,0,16394
foosdfpfkusacimwkcsosbicdxkicaua,0,19.67,0.145711,0,44.31137796,t,27.32,2,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,4.46E-06,0,0,0.007661891,0,3.32E-06,0,0,0,0,2010,4,5,0,95,2016,4,5,1,96,2010,4,5,0,95,2015,4,6,0,96,25.66919192,3455.13,0,113622
foosdfpfkusacimwkcsosbicdxkicaua,1492,128.29,0.115939,0.100823,40.606701,f,0.72,1,4,lxidpiddsbxsbosboudacockeimpuepw,1.87E-05,5.16E-06,5.97E-08,3.44E-12,1.85E-12,1.18E-05,3.30E-06,9.66E-08,0,0,2011,12,10,5,344,2016,12,10,5,345,2015,11,17,1,321,2015,12,11,4,345,238.5757576,44504.06,0,47238
MISSING,6464,141.79,0.112922,0.09781,40.606701,f,4.44,1,12,ldkssxwpmemidmecebumciepifcamkci,2.01E-05,4.93E-06,1.59E-08,0.002211738,0.000796268,1.33E-05,3.14E-06,2.76E-08,0.004423387,0,2003,11,14,4,318,2016,11,14,0,319,2003,11,14,4,318,2015,11,17,1,321,103.9033816,77363.42,0,86032
foosdfpfkusacimwkcsosbicdxkicaua,3996,144.05,0.11691,0.100572,40.606701,f,21,1,4,lxidpiddsbxsbosboudacockeimpuepw,1.66E-05,3.03E-06,2.39E-06,0.007037517,0.002533506,1.11E-05,2.90E-06,4.86E-10,0,1,2012,5,30,2,151,2016,5,30,0,151,2012,5,30,2,151,2015,6,3,2,154,412.2516835,93432.76,0,97951
foosdfpfkusacimwkcsosbicdxkicaua,0,5.64,0.142881,0,46.30537836,f,23.31,1,5,lxidpiddsbxsbosboudacockeimpuepw,2.07E-05,0,0,0.395227091,0,1.32E-05,0,0,0.790454578,0,2010,11,19,4,323,2016,11,19,5,324,2015,9,20,6,263,2015,11,20,4,324,13.79710145,1620.39,0,1904
foosdfpfkusacimwkcsosbicdxkicaua,456,128.89,0.15441,0.130527,41.1052014,f,73.56,1,4,lxidpiddsbxsbosboudacockeimpuepw,2.21E-05,5.29E-06,1.97E-06,6.11E-14,7.39E-12,1.11E-05,2.90E-06,4.86E-10,0,0,2012,2,17,4,48,2016,2,26,4,57,2014,2,26,2,57,2015,2,27,4,58,20.39855072,4035.45,0.147755956,4504
ewpakwlliwisiwduibdlfmalxowmwpci,0,16.85,0.145711,0,44.31137796,f,10.36,1,3,kamkkxfxxuwbdslkwifmmcsiusiuosws,3.88E-06,0,0,0.008380258,0,2.44E-06,0,0,0.005267621,0,2012,10,1,0,275,2016,10,1,5,275,2012,10,1,0,275,2015,10,4,6,277,11.81197075,1669.46,0,1964
MISSING,0,15.98,0.144902,0,44.31137796,f,10.08,1,6,ldkssxwpmemidmecebumciepifcamkci,4.02E-06,0,0,0.006464779,0,2.71E-06,0,0,0.009481719,0,2009,9,1,1,244,2016,9,1,3,245,2009,9,1,1,244,2015,9,2,2,245,20.53663074,2179.81,0,2561
foosdfpfkusacimwkcsosbicdxkicaua,8977,144.4,0.100092,0.091051,58.99595196,f,0.12,1,4,lxidpiddsbxsbosboudacockeimpuepw,0.000145546,9.52E-06,0.000398826,18.41864365,110.8060243,5.60E-06,1.62E-06,0,0,0,2012,2,29,2,60,2016,2,29,0,60,2012,2,29,2,60,2015,3,6,4,65,257.5080321,117088.81,0,128239
foosdfpfkusacimwkcsosbicdxkicaua,1567,129.6,0.11634,0.099998,40.606701,f,19.68,1,3,lxidpiddsbxsbosboudacockeimpuepw,1.46E-05,2.04E-06,3.28E-06,0,0,1.31E-05,2.87E-06,1.63E-06,0,0,2012,8,4,5,217,2016,8,4,3,217,2015,7,10,4,191,2015,8,6,3,218,61.43386243,20730.94,0,23222
foosdfpfkusacimwkcsosbicdxkicaua,3802,144.59,0.114603,0.098261,40.606701,f,14.28,1,3,lxidpiddsbxsbosboudacockeimpuepw,2.49E-05,6.89E-06,5.37E-07,0,0,1.60E-05,4.55E-06,1.16E-06,0,0,2012,9,3,0,247,2016,9,3,5,247,2015,8,27,3,239,2015,9,4,4,247,106.5488215,34169.38,0,37974
foosdfpfkusacimwkcsosbicdxkicaua,1684,145.69,0.114025,0.097683,40.606701,f,27.24,1,3,lxidpiddsbxsbosboudacockeimpuepw,2.01E-05,4.17E-06,1.22E-06,0.007238589,0.002605892,1.11E-05,2.90E-06,4.86E-10,0,0,2013,6,5,2,156,2016,6,5,6,157,2015,5,22,4,142,2015,6,14,6,165,84.76992144,28474.93,0,30212
MISSING,286,109.79,0.11536,0.100243,41.2713642,f,34,1,5,ldkssxwpmemidmecebumciepifcamkci,3.04E-05,9.34E-06,1.08E-06,0.10427343,0.08853556,2.17E-05,6.73E-06,1.36E-06,0.18352044,0,2010,10,13,2,286,2016,10,13,3,287,2015,9,20,6,263,2015,10,14,2,287,11.62745098,2125.76,0,2372
usilxuppasemubllopkaafesmlibmsdf,0,7.49,0.198096,0,46.30537836,f,31.84,1,4,ldkssxwpmemidmecebumciepifcamkci,0.000632115,0,0,0.939694701,0,0.000984402,0,0,1.276380116,0,2011,11,28,0,332,2016,10,20,3,294,2015,10,20,1,293,2014,6,10,1,161,16.51515152,2419.14,2.638522195,2616
lmkebamcaaclubfxadlmueccxoimlema,945,131.78,0.115174,0.098837,40.606701,f,28,1,6,ldkssxwpmemidmecebumciepifcamkci,1.68E-05,3.40E-06,2.18E-06,0.006434301,0.002316348,1.11E-05,2.90E-06,4.86E-10,0,0,2010,4,16,4,106,2016,4,16,5,107,2010,4,16,4,106,2015,4,17,4,107,149.173913,29483.35,0,30879
MISSING,428,16.28,0.164637,0.086741,44.31137796,t,35.88,2,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,5.54E-06,3.95E-07,0,3.93E-13,0,3.57E-06,9.45E-08,0,0,0,2010,1,5,1,5,2017,1,5,3,5,2010,1,5,1,5,2016,1,6,2,6,16786.61193,2882177.79,0,3859328
foosdfpfkusacimwkcsosbicdxkicaua,0,119.32,0.11691,0.100572,40.606701,t,55,2,3,lxidpiddsbxsbosboudacockeimpuepw,1.63E-05,2.64E-06,2.45E-06,0.007238482,0.002605939,1.11E-05,2.90E-06,4.86E-10,0,0,2013,6,1,5,152,2016,6,1,2,153,2015,11,1,6,305,2015,6,8,0,159,32.44861111,20885.34,0,50155
