Customer_Index,Churn_Probability,Predicted_Churn_Baseline,Predicted_Churn_Tuned
6846,0.03,0,0
2875,0.39,0,1
12231,0.16,0,1
7229,0.31,0,1
5397,0.08,0,0
14304,0.0,0,0
14531,0.14,0,1
9665,0.12,0,1
9163,0.08,0,0
14130,0.02,0,0
7224,0.01,0,0
10098,0.26,0,1
1143,0.06,0,0
9914,0.0,0,0
1338,0.25,0,1
574,0.07,0,0
11945,0.06,0,0
12142,0.05,0,0
3784,0.64,1,1
14123,0.01,0,0
6346,0.11,0,1
12182,0.04,0,0
83,0.04,0,0
9506,0.09,0,0
14542,0.17,0,1
7536,0.04,0,0
982,0.11,0,1
13033,0.07,0,0
14081,0.08,0,0
5970,0.12,0,1
11880,0.04,0,0
1083,0.09,0,0
8340,0.17,0,1
9521,0.05,0,0
2457,0.05,0,0
8936,0.03,0,0
1559,0.06,0,0
10206,0.34,0,1
8848,0.09,0,0
4247,0.04,0,0
2017,0.1,0,1
10022,0.21,0,1
4834,0.25,0,1
12373,0.09,0,0
724,0.05,0,0
11162,0.03,0,0
1259,0.02,0,0
8214,0.13,0,1
7419,0.04,0,0
3697,0.0,0,0
14575,0.05,0,0
3125,0.16,0,1
5622,0.07,0,0
2778,0.12,0,1
4129,0.09,0,0
9085,0.02,0,0
6647,0.01,0,0
12523,0.01,0,0
11525,0.02,0,0
1454,0.2,0,1
10128,0.16,0,1
10927,0.09,0,0
2113,0.14,0,1
6236,0.05,0,0
9053,0.11,0,1
6396,0.07,0,0
6279,0.06,0,0
7722,0.02,0,0
1173,0.16,0,1
4250,0.09,0,0
9485,0.02,0,0
6297,0.07,0,0
2213,0.03,0,0
11201,0.18,0,1
5173,0.02,0,0
12044,0.11,0,1
7520,0.04,0,0
11036,0.02,0,0
14021,0.16,0,1
4422,0.02,0,0
1279,0.05,0,0
7330,0.14,0,1
2873,0.02,0,0
9567,0.04,0,0
6413,0.12,0,1
6220,0.05,0,0
4265,0.01,0,0
10476,0.03,0,0
1994,0.15,0,1
13373,0.13,0,1
4029,0.12,0,1
7602,0.04,0,0
8584,0.0,0,0
2590,0.24,0,1
644,0.16,0,1
13581,0.01,0,0
5842,0.1,0,1
600,0.06,0,0
3505,0.16,0,1
14057,0.08,0,0
6433,0.08,0,0
4336,0.09,0,0
9962,0.05,0,0
7787,0.05,0,0
6139,0.06,0,0
4711,0.07,0,0
3234,0.07,0,0
1869,0.18,0,1
5656,0.08,0,0
1529,0.04,0,0
1240,0.11,0,1
4041,0.04,0,0
637,0.1,0,1
5922,0.07,0,0
11968,0.14,0,1
7247,0.08,0,0
8654,0.06,0,0
11180,0.23,0,1
7129,0.07,0,0
8474,0.25,0,1
3002,0.19,0,1
39,0.02,0,0
8701,0.13,0,1
3780,0.11,0,1
6597,0.02,0,0
5165,0.05,0,0
6877,0.1,0,1
8421,0.1,0,1
9613,0.04,0,0
9179,0.04,0,0
2152,0.05,0,0
8220,0.1,0,1
5375,0.03,0,0
5354,0.09,0,0
7440,0.1,0,1
10085,0.01,0,0
12456,0.07,0,0
2180,0.0,0,0
14211,0.1,0,1
4273,0.31,0,1
9890,0.08,0,0
581,0.19,0,1
1090,0.16,0,1
1467,0.04,0,0
192,0.15,0,1
12141,0.2,0,1
10358,0.1,0,1
8638,0.0,0,0
7793,0.04,0,0
8733,0.22,0,1
10596,0.06,0,0
11304,0.11,0,1
2584,0.04,0,0
6901,0.13,0,1
9447,0.26,0,1
345,0.02,0,0
11672,0.06,0,0
4168,0.05,0,0
6960,0.14,0,1
6757,0.08,0,0
14292,0.07,0,0
10346,0.05,0,0
1085,0.08,0,0
11436,0.02,0,0
11923,0.22,0,1
12971,0.0,0,0
12526,0.06,0,0
12098,0.05,0,0
12145,0.1,0,1
3755,0.06,0,0
10181,0.05,0,0
6733,0.22,0,1
4606,0.06,0,0
13900,0.2,0,1
13500,0.03,0,0
13384,0.03,0,0
14389,0.04,0,0
5365,0.01,0,0
9836,0.04,0,0
3099,0.03,0,0
5939,0.08,0,0
9591,0.18,0,1
1624,0.11,0,1
294,0.05,0,0
6377,0.09,0,0
9844,0.0,0,0
7648,0.28,0,1
8775,0.12,0,1
7924,0.08,0,0
8914,0.01,0,0
6503,0.07,0,0
13428,0.15,0,1
11485,0.08,0,0
11226,0.1,0,1
10828,0.05,0,0
4773,0.01,0,0
10454,0.77,1,1
4808,0.1,0,1
6853,0.11,0,1
13987,0.05,0,0
7065,0.06,0,0
1414,0.01,0,0
9904,0.05,0,0
7112,0.15,0,1
2513,0.18,0,1
12978,0.03,0,0
8124,0.0,0,0
11009,0.0,0,0
8014,0.15,0,1
1067,0.09,0,0
11586,0.16,0,1
5168,0.22,0,1
9553,0.16,0,1
6840,0.22,0,1
5806,0.13,0,1
9296,0.27,0,1
8445,0.06,0,0
9368,0.09,0,0
1275,0.06,0,0
6105,0.1,0,1
2249,0.06,0,0
13927,0.1,0,1
9219,0.1,0,1
10023,0.04,0,0
10508,0.12,0,1
5352,0.11,0,1
8718,0.06,0,0
5475,0.14,0,1
3369,0.2,0,1
8481,0.02,0,0
190,0.07,0,0
11673,0.07,0,0
9245,0.16,0,1
10408,0.1,0,1
1402,0.13,0,1
4678,0.02,0,0
8612,0.05,0,0
9666,0.16,0,1
7749,0.07,0,0
11567,0.09,0,0
4392,0.03,0,0
42,0.03,0,0
6740,0.11,0,1
7967,0.11,0,1
3305,0.49,0,1
2334,0.02,0,0
11492,0.07,0,0
487,0.12,0,1
3269,0.0,0,0
2600,0.05,0,0
7439,0.15,0,1
11243,0.22,0,1
3358,0.0,0,0
6823,0.02,0,0
12471,0.14,0,1
6585,0.1,0,1
6577,0.19,0,1
5191,0.11,0,1
10720,0.17,0,1
12296,0.03,0,0
3641,0.21,0,1
9785,0.11,0,1
4399,0.06,0,0
7256,0.12,0,1
9196,0.04,0,0
2472,0.06,0,0
13092,0.05,0,0
11984,0.09,0,0
11946,0.25,0,1
4800,0.06,0,0
12865,0.07,0,0
338,0.15,0,1
5495,0.13,0,1
13668,0.04,0,0
4070,0.16,0,1
5693,0.0,0,0
4391,0.01,0,0
13057,0.1,0,1
2052,0.11,0,1
12756,0.03,0,0
6501,0.04,0,0
10926,0.0,0,0
3709,0.06,0,0
10776,0.03,0,0
7476,0.1,0,1
12260,0.06,0,0
14075,0.06,0,0
13966,0.15,0,1
14460,0.11,0,1
6864,0.05,0,0
5687,0.11,0,1
2919,0.05,0,0
4025,0.04,0,0
5704,0.14,0,1
5424,0.01,0,0
3341,0.09,0,0
8601,0.3,0,1
2421,0.03,0,0
12564,0.11,0,1
4742,0.04,0,0
14555,0.1,0,1
2168,0.01,0,0
13555,0.08,0,0
4149,0.17,0,1
5356,0.17,0,1
1573,0.17,0,1
1593,0.02,0,0
5844,0.01,0,0
2379,0.14,0,1
9212,0.02,0,0
10933,0.69,1,1
11208,0.16,0,1
12704,0.02,0,0
6676,0.02,0,0
5640,0.1,0,1
9119,0.07,0,0
12919,0.1,0,1
9640,0.09,0,0
7894,0.01,0,0
1466,0.11,0,1
10610,0.08,0,0
7799,0.05,0,0
6224,0.03,0,0
369,0.06,0,0
1376,0.02,0,0
11846,0.1,0,1
6080,0.02,0,0
11835,0.23,0,1
2270,0.1,0,1
6455,0.25,0,1
11648,0.12,0,1
2070,0.04,0,0
3595,0.04,0,0
1516,0.11,0,1
7711,0.01,0,0
11050,0.07,0,0
2828,0.06,0,0
7072,0.04,0,0
12441,0.14,0,1
7123,0.12,0,1
6617,0.19,0,1
14345,0.29,0,1
11936,0.06,0,0
6152,0.03,0,0
1242,0.01,0,0
11410,0.1,0,1
6879,0.02,0,0
6327,0.02,0,0
6260,0.1,0,1
11797,0.03,0,0
5133,0.09,0,0
8432,0.03,0,0
2697,0.96,1,1
13957,0.21,0,1
14445,0.18,0,1
13165,0.01,0,0
14287,0.22,0,1
13400,0.16,0,1
12763,0.11,0,1
989,0.09,0,0
4898,0.26,0,1
7077,0.05,0,0
4220,0.1,0,1
13235,0.04,0,0
1556,0.11,0,1
11155,0.03,0,0
1665,0.07,0,0
2157,0.03,0,0
2464,0.1,0,1
10317,0.01,0,0
12815,0.08,0,0
8843,0.14,0,1
14154,0.04,0,0
1811,0.05,0,0
2984,0.04,0,0
13184,0.17,0,1
8870,0.12,0,1
3459,0.06,0,0
10878,0.06,0,0
7634,0.64,1,1
5543,0.06,0,0
9535,0.04,0,0
13358,0.04,0,0
5082,0.16,0,1
8076,0.25,0,1
4580,0.08,0,0
9765,0.05,0,0
1501,0.21,0,1
9028,0.04,0,0
2175,0.07,0,0
2876,0.06,0,0
4842,0.03,0,0
13192,0.03,0,0
1570,0.14,0,1
10982,0.25,0,1
9898,0.08,0,0
11112,0.09,0,0
6639,0.14,0,1
7977,0.09,0,0
9261,0.11,0,1
5306,0.38,0,1
7118,0.21,0,1
6878,0.09,0,0
1220,0.07,0,0
5505,0.0,0,0
11143,0.07,0,0
6043,0.12,0,1
7889,0.02,0,0
124,0.07,0,0
1417,0.12,0,1
8006,0.09,0,0
9689,0.04,0,0
5625,0.01,0,0
11461,0.17,0,1
1194,0.01,0,0
5667,0.07,0,0
8545,0.17,0,1
12660,0.25,0,1
572,0.09,0,0
10570,0.09,0,0
225,0.12,0,1
13107,0.06,0,0
8206,0.0,0,0
13462,0.08,0,0
9967,0.2,0,1
13560,0.13,0,1
13246,0.07,0,0
8709,0.08,0,0
5175,0.03,0,0
2369,0.22,0,1
10388,0.26,0,1
1662,0.13,0,1
11296,0.12,0,1
9136,0.02,0,0
12037,0.03,0,0
1656,0.1,0,1
10723,0.07,0,0
2308,0.01,0,0
613,0.13,0,1
14228,0.14,0,1
13956,0.11,0,1
4647,0.07,0,0
14313,0.07,0,0
1167,0.09,0,0
9161,0.12,0,1
8426,0.1,0,1
10613,0.03,0,0
5187,0.05,0,0
9659,0.01,0,0
9181,0.12,0,1
788,0.06,0,0
9991,0.08,0,0
12085,0.1,0,1
13591,0.01,0,0
5969,0.28,0,1
7982,0.09,0,0
10460,0.2,0,1
11740,0.23,0,1
5126,0.14,0,1
11098,0.19,0,1
12069,0.09,0,0
3253,0.27,0,1
10930,0.11,0,1
3183,0.03,0,0
11615,0.22,0,1
13724,0.21,0,1
9335,0.03,0,0
6777,0.01,0,0
10676,0.09,0,0
5788,0.14,0,1
7639,0.07,0,0
12602,0.19,0,1
6163,0.12,0,1
528,0.06,0,0
9811,0.0,0,0
5577,0.09,0,0
4637,0.0,0,0
2862,0.09,0,0
13444,0.05,0,0
4097,0.15,0,1
8729,0.28,0,1
13383,0.11,0,1
5590,0.07,0,0
958,0.1,0,1
14506,0.08,0,0
5452,0.06,0,0
8987,0.13,0,1
8402,0.06,0,0
3831,0.12,0,1
11896,0.08,0,0
2531,0.06,0,0
10507,0.1,0,1
3894,0.08,0,0
1585,0.08,0,0
5998,0.01,0,0
10932,0.03,0,0
9011,0.0,0,0
8515,0.02,0,0
6263,0.0,0,0
14041,0.23,0,1
11714,0.24,0,1
12914,0.0,0,0
90,0.02,0,0
14587,0.04,0,0
11129,0.0,0,0
4055,0.02,0,0
7045,0.01,0,0
12159,0.0,0,0
12515,0.05,0,0
14135,0.2,0,1
238,0.07,0,0
9917,0.29,0,1
3679,0.03,0,0
8358,0.01,0,0
322,0.05,0,0
1478,0.06,0,0
10849,0.03,0,0
352,0.03,0,0
2604,0.17,0,1
8869,0.01,0,0
13368,0.11,0,1
522,0.12,0,1
1106,0.08,0,0
10805,0.15,0,1
4063,0.03,0,0
11582,0.11,0,1
10794,0.11,0,1
2930,0.12,0,1
3318,0.1,0,1
14280,0.12,0,1
1351,0.02,0,0
14534,0.06,0,0
3192,0.11,0,1
4283,0.06,0,0
2529,0.19,0,1
14104,0.05,0,0
7465,0.04,0,0
14035,0.09,0,0
3673,0.02,0,0
7050,0.07,0,0
13410,0.03,0,0
1530,0.02,0,0
1941,0.09,0,0
7582,0.08,0,0
3975,0.15,0,1
13143,0.08,0,0
9524,0.04,0,0
9440,0.16,0,1
5416,0.07,0,0
4837,0.01,0,0
9696,0.06,0,0
5506,0.08,0,0
9087,0.01,0,0
13215,0.12,0,1
2940,0.03,0,0
11254,0.04,0,0
3941,0.06,0,0
5938,0.02,0,0
6894,0.12,0,1
12807,0.04,0,0
8667,0.14,0,1
144,0.07,0,0
2663,0.0,0,0
6203,0.09,0,0
13318,0.05,0,0
8412,0.07,0,0
10035,0.2,0,1
1842,0.05,0,0
1678,0.02,0,0
11633,0.05,0,0
14284,0.11,0,1
9982,0.0,0,0
13796,0.09,0,0
5426,0.15,0,1
14420,0.02,0,0
9189,0.12,0,1
13801,0.01,0,0
11435,0.04,0,0
1098,0.07,0,0
5211,0.03,0,0
8822,0.02,0,0
4749,0.04,0,0
6215,0.06,0,0
2470,0.13,0,1
10117,0.32,0,1
9106,0.05,0,0
13049,0.07,0,0
3378,0.02,0,0
1237,0.19,0,1
7214,0.07,0,0
9319,0.12,0,1
8866,0.12,0,1
3860,0.07,0,0
3839,0.02,0,0
1892,0.06,0,0
6271,0.05,0,0
1328,0.05,0,0
8703,0.02,0,0
10404,0.09,0,0
3689,0.02,0,0
9491,0.03,0,0
9187,0.08,0,0
1245,0.03,0,0
4382,0.11,0,1
10857,0.05,0,0
12551,0.09,0,0
13365,0.03,0,0
13458,0.06,0,0
7800,0.07,0,0
2646,0.08,0,0
1252,0.11,0,1
8539,0.26,0,1
3827,0.09,0,0
5307,0.02,0,0
7487,0.06,0,0
10710,0.03,0,0
3043,0.09,0,0
7395,0.14,0,1
1568,0.06,0,0
2587,0.17,0,1
9165,0.02,0,0
13349,0.13,0,1
3120,0.15,0,1
4741,0.08,0,0
8722,0.11,0,1
8332,0.14,0,1
8679,0.16,0,1
5962,0.2,0,1
2948,0.03,0,0
8257,0.06,0,0
4368,0.14,0,1
3933,0.4,0,1
57,0.13,0,1
1088,0.08,0,0
7261,0.03,0,0
6875,0.17,0,1
10486,0.2,0,1
13965,0.04,0,0
9561,0.08,0,0
3634,0.08,0,0
6917,0.0,0,0
7342,0.01,0,0
11709,0.04,0,0
7761,0.04,0,0
2335,0.11,0,1
4145,0.12,0,1
5900,0.04,0,0
5745,0.18,0,1
7562,0.34,0,1
12125,0.04,0,0
7660,0.06,0,0
13168,0.02,0,0
12680,0.01,0,0
7567,0.13,0,1
13317,0.02,0,0
12387,0.04,0,0
5677,0.09,0,0
10820,0.21,0,1
4534,0.03,0,0
1298,0.02,0,0
2238,0.02,0,0
11676,0.13,0,1
2305,0.1,0,1
6948,0.15,0,1
4639,0.1,0,1
14588,0.16,0,1
8127,0.05,0,0
12682,0.02,0,0
12075,0.02,0,0
10444,0.12,0,1
14259,0.07,0,0
8425,0.08,0,0
10727,0.08,0,0
12709,0.12,0,1
5489,0.03,0,0
5119,0.11,0,1
1989,0.08,0,0
2263,0.11,0,1
13446,0.07,0,0
12651,0.04,0,0
7175,0.01,0,0
382,0.11,0,1
5699,0.11,0,1
12136,0.1,0,1
247,0.24,0,1
6988,0.13,0,1
8763,0.16,0,1
7968,0.14,0,1
7864,0.03,0,0
7252,0.06,0,0
2054,0.13,0,1
13183,0.11,0,1
12528,0.05,0,0
14323,0.61,1,1
9923,0.02,0,0
10009,0.04,0,0
3071,0.07,0,0
799,0.07,0,0
6681,0.01,0,0
6944,0.02,0,0
180,0.07,0,0
2206,0.1,0,1
10457,0.06,0,0
13265,0.17,0,1
3037,0.17,0,1
6209,0.19,0,1
9295,0.1,0,1
9976,0.09,0,0
13503,0.14,0,1
1218,0.16,0,1
8611,0.18,0,1
9683,0.01,0,0
7723,0.13,0,1
12597,0.07,0,0
4897,0.08,0,0
5147,0.08,0,0
10092,0.0,0,0
6368,0.08,0,0
3803,0.13,0,1
2013,0.05,0,0
13172,0.05,0,0
4430,0.09,0,0
8348,0.1,0,1
12906,0.06,0,0
7497,0.09,0,0
12016,0.14,0,1
14159,0.2,0,1
12158,0.14,0,1
9555,0.09,0,0
13623,0.1,0,1
9611,0.01,0,0
580,0.19,0,1
4981,0.23,0,1
6520,0.23,0,1
13391,0.06,0,0
2171,0.03,0,0
11510,0.03,0,0
3016,0.02,0,0
2728,0.01,0,0
13499,0.05,0,0
10556,0.15,0,1
9032,0.12,0,1
13432,0.04,0,0
12814,0.2,0,1
9602,0.06,0,0
4424,0.03,0,0
14392,0.0,0,0
8299,0.11,0,1
6887,0.0,0,0
347,0.2,0,1
1272,0.04,0,0
9267,0.17,0,1
11396,0.27,0,1
10643,0.08,0,0
4809,0.21,0,1
5697,0.08,0,0
8242,0.02,0,0
14283,0.18,0,1
3254,0.02,0,0
8851,0.07,0,0
5569,0.05,0,0
11737,0.1,0,1
10812,0.15,0,1
2554,0.12,0,1
13924,0.13,0,1
4523,0.17,0,1
10549,0.01,0,0
10894,0.12,0,1
12338,0.22,0,1
13048,0.09,0,0
14196,0.0,0,0
377,0.01,0,0
12447,0.03,0,0
5832,0.01,0,0
5657,0.05,0,0
6943,0.09,0,0
14463,0.16,0,1
7119,0.05,0,0
4787,0.12,0,1
11721,0.07,0,0
3021,0.14,0,1
5044,0.09,0,0
500,0.15,0,1
10392,0.08,0,0
8606,0.2,0,1
8551,0.02,0,0
6082,0.11,0,1
6456,0.05,0,0
3523,0.04,0,0
5965,0.08,0,0
11865,0.12,0,1
12998,0.01,0,0
2804,0.17,0,1
2985,0.07,0,0
10844,0.08,0,0
10494,0.01,0,0
7058,0.05,0,0
2973,0.04,0,0
1003,0.1,0,1
8070,0.1,0,1
2774,0.11,0,1
4157,0.02,0,0
5566,0.02,0,0
2311,0.07,0,0
32,0.04,0,0
5738,0.0,0,0
260,0.05,0,0
13667,0.05,0,0
5770,0.15,0,1
11952,0.07,0,0
3747,0.14,0,1
9971,0.06,0,0
6493,0.09,0,0
5278,0.16,0,1
6375,0.06,0,0
10881,0.06,0,0
6759,0.13,0,1
11088,0.04,0,0
13185,0.25,0,1
9115,0.15,0,1
1364,0.09,0,0
1072,0.06,0,0
7959,0.15,0,1
11845,0.04,0,0
3749,0.16,0,1
3496,0.07,0,0
10370,0.09,0,0
655,0.27,0,1
6189,0.07,0,0
1139,0.15,0,1
9778,0.19,0,1
11547,0.05,0,0
13723,0.0,0,0
5381,0.34,0,1
13351,0.01,0,0
13253,0.08,0,0
8107,0.04,0,0
3083,0.05,0,0
9023,0.06,0,0
233,0.13,0,1
5369,0.16,0,1
50,0.13,0,1
9237,0.05,0,0
10764,0.13,0,1
12857,0.24,0,1
6884,0.17,0,1
226,0.05,0,0
2707,0.11,0,1
9250,0.01,0,0
2124,0.12,0,1
8979,0.06,0,0
13027,0.11,0,1
944,0.17,0,1
2278,0.53,1,1
10811,0.04,0,0
5992,0.02,0,0
11473,0.12,0,1
6126,0.1,0,1
10512,0.11,0,1
4343,0.05,0,0
13518,0.12,0,1
8,0.11,0,1
1832,0.07,0,0
8368,0.21,0,1
14082,0.22,0,1
11942,0.17,0,1
7753,0.14,0,1
12707,0.08,0,0
4323,0.12,0,1
12417,0.04,0,0
6391,0.07,0,0
5280,0.04,0,0
9315,0.06,0,0
12623,0.04,0,0
2314,0.06,0,0
13759,0.12,0,1
6156,0.17,0,1
14077,0.04,0,0
11069,0.03,0,0
8325,0.1,0,1
1643,0.04,0,0
9870,0.17,0,1
6085,0.06,0,0
836,0.21,0,1
13109,0.04,0,0
12216,0.0,0,0
10607,0.18,0,1
8666,0.04,0,0
242,0.03,0,0
11104,0.15,0,1
9858,0.19,0,1
1102,0.02,0,0
9099,0.13,0,1
10132,0.1,0,1
6855,0.06,0,0
8495,0.03,0,0
8852,0.12,0,1
4046,0.06,0,0
2495,0.1,0,1
11228,0.11,0,1
14248,0.02,0,0
9320,0.05,0,0
4701,0.14,0,1
555,0.15,0,1
7941,0.03,0,0
4674,0.07,0,0
1550,0.08,0,0
7584,0.01,0,0
12362,0.18,0,1
4713,0.0,0,0
11312,0.02,0,0
6217,0.12,0,1
10353,0.02,0,0
3131,0.1,0,1
11255,0.09,0,0
1750,0.06,0,0
9346,0.31,0,1
12714,0.08,0,0
5470,0.09,0,0
2081,0.04,0,0
11601,0.01,0,0
9902,0.09,0,0
9549,0.1,0,1
621,0.09,0,0
14162,0.19,0,1
2724,0.06,0,0
11903,0.06,0,0
4636,0.12,0,1
1611,0.17,0,1
11959,0.02,0,0
11514,0.12,0,1
4136,0.05,0,0
7199,0.2,0,1
12866,0.07,0,0
1518,0.08,0,0
2879,0.03,0,0
3279,0.09,0,0
4752,0.03,0,0
8986,0.16,0,1
4202,0.05,0,0
5473,0.09,0,0
3959,0.01,0,0
10612,0.1,0,1
9619,0.0,0,0
9192,0.09,0,0
148,0.01,0,0
4281,0.08,0,0
7337,0.12,0,1
5710,0.02,0,0
4111,0.04,0,0
5242,0.09,0,0
9413,0.07,0,0
9571,0.08,0,0
14465,0.03,0,0
10908,0.13,0,1
3427,0.31,0,1
2826,0.01,0,0
2220,0.1,0,1
2550,0.02,0,0
4495,0.09,0,0
1101,0.06,0,0
1564,0.13,0,1
6931,0.05,0,0
13175,0.37,0,1
8657,0.44,0,1
10922,0.15,0,1
309,0.15,0,1
785,0.03,0,0
13448,0.1,0,1
9517,0.06,0,0
5741,0.12,0,1
14591,0.15,0,1
8013,0.12,0,1
13056,0.09,0,0
2892,0.13,0,1
11378,0.07,0,0
915,0.18,0,1
9494,0.03,0,0
10573,0.01,0,0
11101,0.15,0,1
7739,0.13,0,1
10831,0.26,0,1
10784,0.2,0,1
7759,0.09,0,0
4782,0.04,0,0
7496,0.0,0,0
4657,0.13,0,1
8328,0.08,0,0
13944,0.05,0,0
4330,0.4,0,1
2675,0.09,0,0
1899,0.07,0,0
548,0.22,0,1
6953,0.1,0,1
8218,0.05,0,0
4308,0.03,0,0
10909,0.14,0,1
8290,0.14,0,1
6593,0.09,0,0
5433,0.15,0,1
5048,0.04,0,0
140,0.11,0,1
5141,0.13,0,1
6861,0.05,0,0
2475,0.11,0,1
10905,0.04,0,0
4446,0.1,0,1
7863,0.36,0,1
13919,0.04,0,0
5933,0.06,0,0
7089,0.1,0,1
13672,0.1,0,1
12911,0.19,0,1
4084,0.08,0,0
1590,0.05,0,0
1109,0.0,0,0
13357,0.13,0,1
3009,0.1,0,1
5840,0.04,0,0
5172,0.11,0,1
6295,0.19,0,1
1766,0.07,0,0
13478,0.01,0,0
7527,0.03,0,0
7609,0.19,0,1
8478,0.08,0,0
633,0.11,0,1
13121,0.04,0,0
11548,0.14,0,1
3180,0.24,0,1
11851,0.13,0,1
10120,0.27,0,1
9332,0.05,0,0
10713,0.18,0,1
13350,0.09,0,0
6595,0.01,0,0
8540,0.0,0,0
5762,0.03,0,0
9442,0.06,0,0
14046,0.16,0,1
11666,0.05,0,0
1386,0.08,0,0
9337,0.1,0,1
7854,0.24,0,1
2224,0.02,0,0
6984,0.14,0,1
364,0.01,0,0
9650,0.19,0,1
7386,0.05,0,0
7009,0.03,0,0
12785,0.88,1,1
6069,0.04,0,0
10504,0.03,0,0
10123,0.0,0,0
5101,0.14,0,1
6606,0.18,0,1
1607,0.06,0,0
11049,0.1,0,1
9615,0.0,0,0
12493,0.1,0,1
5205,0.0,0,0
4631,0.29,0,1
252,0.02,0,0
6161,0.03,0,0
13431,0.13,0,1
9064,0.08,0,0
12905,0.0,0,0
6125,0.32,0,1
13388,0.05,0,0
7276,0.11,0,1
8747,0.09,0,0
10773,0.07,0,0
10968,0.03,0,0
14058,0.06,0,0
893,0.0,0,0
10845,0.27,0,1
13852,0.1,0,1
7610,0.08,0,0
10758,0.28,0,1
7100,0.04,0,0
2524,0.02,0,0
5879,0.17,0,1
4703,0.04,0,0
12662,0.11,0,1
10793,0.11,0,1
2923,0.06,0,0
4880,0.02,0,0
5805,0.23,0,1
7591,0.09,0,0
11577,0.22,0,1
6476,0.2,0,1
7851,0.1,0,1
5880,0.03,0,0
464,0.08,0,0
12132,0.33,0,1
2140,0.04,0,0
11904,0.13,0,1
5459,0.08,0,0
3943,0.06,0,0
5501,0.03,0,0
3210,0.13,0,1
1534,0.0,0,0
8542,0.11,0,1
7153,0.0,0,0
728,0.17,0,1
5589,0.06,0,0
5260,0.3,0,1
12871,0.11,0,1
12183,0.24,0,1
9579,0.22,0,1
10450,0.03,0,0
13016,0.11,0,1
12532,0.0,0,0
7090,0.06,0,0
7054,0.12,0,1
9236,0.17,0,1
10863,0.25,0,1
11526,0.16,0,1
13159,0.23,0,1
841,0.07,0,0
2995,0.5,1,1
12468,0.04,0,0
9109,0.09,0,0
779,0.18,0,1
11481,0.0,0,0
13120,0.09,0,0
14001,0.01,0,0
6648,0.06,0,0
2545,0.22,0,1
9848,0.11,0,1
5664,0.06,0,0
12290,0.08,0,0
1685,0.0,0,0
13002,0.07,0,0
7356,0.09,0,0
9569,0.04,0,0
13126,0.0,0,0
1343,0.09,0,0
2158,0.06,0,0
10779,0.06,0,0
2301,0.14,0,1
7274,0.15,0,1
3408,0.01,0,0
14000,0.07,0,0
8051,0.11,0,1
5297,0.04,0,0
749,0.03,0,0
8139,0.17,0,1
7576,0.14,0,1
11083,0.14,0,1
7767,0.08,0,0
10110,0.08,0,0
11745,0.13,0,1
13978,0.12,0,1
1170,0.04,0,0
10702,0.17,0,1
4211,0.25,0,1
2664,0.17,0,1
6075,0.09,0,0
14441,0.03,0,0
8113,0.08,0,0
4596,0.11,0,1
13940,0.15,0,1
13645,0.86,1,1
13414,0.11,0,1
3750,0.3,0,1
2110,0.08,0,0
9260,0.02,0,0
12123,0.04,0,0
1359,0.07,0,0
12634,0.0,0,0
9150,0.04,0,0
7031,0.16,0,1
13356,0.04,0,0
3993,0.0,0,0
4053,0.28,0,1
547,0.03,0,0
3388,0.12,0,1
3597,0.0,0,0
13294,0.2,0,1
4240,0.2,0,1
4860,0.12,0,1
7875,0.27,0,1
7921,0.08,0,0
4927,0.1,0,1
9221,0.08,0,0
7621,0.17,0,1
949,0.17,0,1
3212,0.07,0,0
8089,0.55,1,1
14004,0.13,0,1
6307,0.08,0,0
1403,0.03,0,0
14448,0.16,0,1
632,0.01,0,0
1914,0.15,0,1
7105,0.03,0,0
11807,0.14,0,1
3050,0.0,0,0
2579,0.04,0,0
882,0.04,0,0
2576,0.09,0,0
12345,0.01,0,0
460,0.02,0,0
8882,0.2,0,1
7030,0.07,0,0
7570,0.05,0,0
4561,0.11,0,1
2754,0.11,0,1
4171,0.11,0,1
3662,0.04,0,0
2458,0.12,0,1
6067,0.02,0,0
12672,0.26,0,1
12898,0.07,0,0
122,0.03,0,0
273,0.06,0,0
14515,0.04,0,0
5973,0.05,0,0
4284,0.1,0,1
5721,0.16,0,1
10451,0.14,0,1
4011,0.07,0,0
12941,0.19,0,1
6086,0.15,0,1
1432,0.24,0,1
1997,0.08,0,0
7686,0.11,0,1
4341,0.25,0,1
7792,0.06,0,0
3447,0.06,0,0
7161,0.03,0,0
7746,0.04,0,0
14538,0.07,0,0
910,0.16,0,1
14590,0.04,0,0
7701,0.08,0,0
1235,0.03,0,0
8136,0.1,0,1
3852,0.04,0,0
839,0.01,0,0
9132,0.04,0,0
7218,0.08,0,0
4254,0.18,0,1
8224,0.07,0,0
2694,0.07,0,0
13804,0.05,0,0
5062,0.16,0,1
8995,0.18,0,1
7715,0.08,0,0
12577,0.2,0,1
10537,0.04,0,0
14458,0.11,0,1
12736,0.09,0,0
2891,0.13,0,1
1830,0.13,0,1
1498,0.04,0,0
7544,0.02,0,0
2442,0.2,0,1
2789,0.15,0,1
13556,0.08,0,0
451,0.07,0,0
3914,0.05,0,0
6168,0.01,0,0
9391,0.1,0,1
5530,0.04,0,0
12723,0.13,0,1
4035,0.13,0,1
10204,0.07,0,0
10882,0.08,0,0
6352,0.11,0,1
2520,0.33,0,1
46,0.11,0,1
7795,0.04,0,0
6361,0.04,0,0
